,marketName,longName,isin
0,CLEO,CLEOP-CIA LEVANTINA EDF,ES0158300410
1,CDG,CLEVELAND MINING CO LTD,AU000000CDG0
0,FIXING,CLEVER GLOBAL SA,ES0105152005
0,CKEI,CLICKABLE ENTERPRISES INC,US18682S1050
26,CLS,CLICKS GROUP LTD,ZAE000134854
4,3686,CLIFFORD MODERN LIVING HOLDI,KYG2204M1042
0,CEP,CLIFFSIDE CAPITAL LTD,CA1868241086
0,CURRENT,CLIFTON MINING COMPANY,US1869041087
0,CAMPA,CLIME CAPITAL LTD,AU0000CAMPA0
0,CAMPA,CLIME CAPITAL LTD,AU0000CAMPA0
0,CIW,CLIME INVESTMENT MANAGEMENT,AU000000CIW6
0,CBAV,CLINICA BAVIERA SA,ES0119037010
1,CLIN,CLINIGEN GROUP PLC,GB00B89J2419
0,CUV,CLINUVEL PHARMACEUTICALS LTD,AU000000CUV3
0,CLPR,CLIPPER REALTY INC,US18885T3068
0,CURRENT,CLONE ALGO TECHNOLOGIES INC,US18889W1071
0,STMM,CLOSE BROTHERS GROUP PLC,GB0007668071
0,44354,CLOUD INVESTMENT HOLDINGS LT,KYG2215V1014
1,CALL,CLOUDCALL GROUP PLC,GB00B4XS5145
0,CLDR,CLOUDERA INC,US18914U1007
0,CTAG,CLOUDTAG INC,KYG2215A1076
1,GLO,CLOUGH GLBL OPPORTUNITIES FD,US18914E1064
0,GLQ,CLOUGH GLOBAL EQUITY FUND,US18914C1009
0,CLV,CLOVER CORPORATION LIMITED,AU000000CLV2
0,NMS,CLOVIS ONCOLOGY INC,US1894641000
0,NMS,CLPS INC,KYG316421042
0,NMS,CLRBRDG LRG CAP GWTH ESG ETF,US5246822002
1,STMM,CLS HOLDINGS PLC,GB00BF044593
0,CLSH,CLS HOLDINGS USA INC,US12565J1007
4,6877,CLSA PREMIUM LTD,KYG2R50B1046
0,CLBO,CLUB RESOURCES LTD,US18947P1021
0,4240,CLUSTER TECHNOLOGY CO LTD,JP3268810003
0,CMV,CMA CORPORATION LTD,AU000000CMV0
0,2185,CMC CORP,JP3347170007
0,STMM,CMC MARKETS PLC,GB00B14SKR37
0,NMS,CME GROUP INC,US12572Q1058
0,CURRENT,CMG HOLDINGS GROUP INC,US1257491019
0,CMEY,CMONEY INC,US18977V1026
0,CMS,CMS ENERGY CORP,US1258961002
0,CMSD,CMS ENERGY CORP,US1258968452
0,CMSD,CMS ENERGY CORP,US1258968452
0,CMSD,CMS ENERGY CORP,US1258968452
0,NOINFO,CN RESOURCES INC,US12623A1097
0,CNA,CNA FINANCIAL CORP,US1261171003
0,PREMQX,CNB BANK SHARES INC,US18978K1051
0,NMS,CNB FINANCIAL CORP/PA,US1261281075
0,8356,CNC HOLDINGS LTD,KYG2238D1043
0,CNF,CNFINANCE HOLDINGS LTD,US18979T1051
0,2302,CNNC INTERNATIONAL LTD,KYG2352X1262
1,CNO,CNO FINANCIAL GROUP INC,US12621E1038
0,883,CNOOC LTD,HK0883013259
0,000617,CNPC CAPITAL CO LTD-A,CNE000000MS3
0,1240,CNQC INTERNATIONAL HOLDINGS,KYG2238G1073
0,COALINDIA,COAL INDIA LTD,INE522F01014
0,CA8,COASSETS LTD,AU000000CA89
0,PRIMQX,COASTAL CAROLINA BANCSHARES,US1904351079
1,NMS,COASTAL FINANCIAL CORP/WA,US19046P2092
0,1124,COASTAL GREENLAND LTD,BMG2239B1239
0,COTE,COATES INTERNATIONAL LTD,US1906432059
3,CGW,COATS GROUP PLC-CDI,GB00B4Y2NBAD
0,COB,COBALT BLUE HOLDINGS LTD,AU000000COB8
0,CSK,COBALTECH MINING INC,CA19076D1006
0,COB.GBP,COBHAM PLC,GB00B07KD360
0,CBHMY,COBHAM PLC-UNSPON ADR,US19089R1041
0,SSQ3,COBRA RESOURCES PLC,GB00BGJW5255
0,CBV,COBRA VENTURE CORPORATION,CA19104W1041
0,2579,COCA-COLA BOTTLERS JAPAN HOL,JP3293200006
0,SET1,COCA-COLA HBC AG-DI,CH0198251305
0,COCHINSHI,COCHIN SHIPYARD LTD,INE704P01017
0,COH,COCHLEAR LIMITED,AU000000COH5
0,3098,COCOKARA FINE INC,JP3297330007
0,SCM,COCRYSTAL PHARMA INC,US19188J3005
0,SCM,CODA OCTOPUS GROUP INC,US19188U2069
1,CDA,CODAN LTD,AU000000CDA3
0,CURRENT,CODE GREEN APPAREL CORP,US19189Y2072
0,NOINFO,CODE REBEL CORP,US19200J1060
0,ITEN,CODESMART HOLDINGS INC,US19189U1060
0,NMS,CODEXIS INC,US1920051067
0,NMS,CODORUS VALLEY BANCORP INC,US1920251048
0,CURRENT,COEUR D'ALENE BANCORP INC,US1920801099
0,CDE,COEUR MINING INC,US1921085049
0,000930,COFCO BIOTECHNOLOGY CL LT-A,CNE000000ZR7
0,COFFEEDAY,COFFEE DAY ENTERPRISES LTD,INE335K01011
0,SCM,COFFEE HOLDING CO INC,US1921761052
7,CFX,COFIX GROUP LTD,IL0003890154
0,CURRENT,COGECO COMMUNICATIONS INC,CA19239C1068
0,NMS,COGENT COMMUNICATIONS HOLDIN,US19239V3024
0,NMS,COGNEX CORP,US1924221039
1,CGS,COGSTATE LTD,AU000000CGS8
0,SCM,COHBAR INC,US19249J1097
1,CDEV,COHEN DEVELOPMENT GAS & OIL,IL0008100104
0,COHR,COHERENT INC,US1924791031
0,NMS,COHERUS BIOSCIENCES INC,US19249H1032
0,CHK,COHIBA MINERALS LTD,AU000000CHK3
0,AMSM,COHORT PLC,GB00B0YD2B94
0,NMS,COHU INC,US1925761066
0,ALCOI,COIL,BE0160342011
0,NOINFO,COIL TUBING TECHNOLOGY INC,US1925812059
0,CURRENT,COIN CITADEL,US1925891095
0,CKA,COKAL LTD,AU000000CKA8
0,GCL,COLABOR GROUP INC,CA1926671035
1,567,COLEX HOLDINGS LTD,SG1G56870536
0,COLPAL,COLGATE PALMOLIVE (INDIA),INE259A01022
0,CL,COLGATE-PALMOLIVE CO,US1941621039
0,CBI,COLIBRI RESOURCES CORP,CA1941683080
0,3908,COLLABOS CORP,JP3305890000
1,CLH,COLLECTION HOUSE LIMITED,AU000000CLH1
0,PSS,COLLECTIVE BRANDS INC,US19421W1009
0,CLCT,COLLECTORS UNIVERSE,US19421R2004
0,NMS,COLLEGIUM PHARMACEUTICAL INC,US19459J1043
0,NMS,COLLIERS INTERNATIONAL GROUP,CA1946931070
0,CKF,COLLINS FOODS LTD,AU000000CKF7
0,NOINFO,COLOMBIA ENERGY RESOURCES IN,US19529P2056
0,CBCDQ,"COLONIAL BANCGROUP, INC. (THE) SUB",US1954934089
1,CAD,COLONIAL COAL INTERNATIONAL,CA1956151098
1,CLP,COLONIAL PROPERTIES TRUST,US1958721060
0,NMS,COLONY BANKCORP,US19623P1012
0,XETRA,COLOPLAST-B,DK0060448595
0,CGFI,COLORADO GOLDFIELDS INC-A,US19647Y7085
0,CSTU,COLORSTARS GROUP,US19681Q1085
0,1778,COLOUR LIFE SERVICES GROUP,KYG229151058
0,CLTN,COLTENE HOLDING AG-REG,CH0025343259
0,NMS,COLUMBIA BANKING SYSTEM INC,US1972361026
0,CCHW,COLUMBIA CARE INC,CA1973091079
0,NMS,COLUMBIA FINANCIAL INC,US1976411033
0,CXP,COLUMBIA PROPERTY TRUST INC,US1982872038
0,NMS,COLUMBIA SPORTSWEAR CO,US1985161066
0,NOINFO,COLUMBIAN ROPE CO,US1986841021
0,CERP,COLUMBUS ENERGY RESOURCES,GB00BDGJ2R22
0,NMS,COLUMBUS MCKINNON CORP/NY,US1993331057
0,LIMITED,COM-GUARD.COM INC,US1997511084
7,CMR,COMARCH SA,PLCOMAR00012
4,2342,COMBA TELECOM SYSTEMS HOLDIN,KYG229721140
0,CBMX,COMBIMATRIX CORP,US20009T5011
0,CCZ,"COMCAST 2.0% EX SB 101529""ZONE",US2003005079
2,XETRA,COMDIRECT BANK AG,DE0005428007
0,LIMITED,COMEPAY INC,US20036M1071
0,CMA,COMERICA INC,US2003401070
0,NOINFO,COMERTON CORP,US20036U1097
0,XETRA,COMET HOLDING AG-REG,CH0360826991
0,CMU,COMET INDUSTRIES,CA2003481009
1,CRL,COMET RESOURCES LIMITED,AU000000CRL0
0,COI,COMET RIDGE LTD,AU000000COI3
0,FIX,COMFORT SYSTEMS USA INC,US1999081045
0,C52,COMFORTDELGRO CORP LTD,SG1N31909426
1,CMD,COMMANDER RESOURCES LTD,CA2005023007
0,NMS,COMMERCE BANCSHARES INC,US2005251036
0,NOINFO,COMMERCE GROUP CORP,US2006541013
1,XETRA,COMMONWEALTH BANK OF AUSTRAL,AU000000CBA7
0,NMS,COMMSCOPE HOLDING CO INC,US20337X1090
0,PREMQX,COMMUNITIES FIRST FINANCIAL,US20344D1046
0,CBONQ,COMMUNITY BANCORP,US20343T1007
0,CURRENT,COMMUNITY BANCSHARES INC/OH,US20343K1097
0,CBU,COMMUNITY BANK SYSTEM INC,US2036071064
0,CURRENT,COMMUNITY BANKERS CP/MARION,US20361A1088
0,ESXB,COMMUNITY BANKERS TRUST CORP,US2036121067
0,PRIMQX,COMMUNITY CAP BANCSHARES INC,US2036344073
0,CURRENT,COMMUNITY FINANCIAL GR -WASH,US20365T1034
0,CURRENT,COMMUNITY FIRST BANCORP/SC,US2039161011
0,CYH,COMMUNITY HEALTH SYSTEMS INC,US2036681086
0,CHCT,COMMUNITY HEALTHCARE TRUST I,US20369C1062
0,CURRENT,COMMUNITY HERITAGE FINANCIAL,US20370L1035
0,CURRENT,COMMUNITY INVESTORS BANCORP,US2037192083
0,CSHB,COMMUNITY SHORES BANK CORP,US2040461061
0,NMS,COMMUNITY TRUST BANCORP INC,US2041491083
0,NMS,COMMUNITY WEST BANCSHARES,US2041571017
0,NMS,COMMVAULT SYSTEMS INC,US2041661024
0,CODI,COMPASS DIVERSIFIED HOLDINGS,US20451Q1040
0,CVB,COMPASS GOLD CORP,CA20451T4054
2,SET1,COMPASS GROUP PLC,GB00BD6K4575
22,CXH,COMPASS HOTEL GROUP LTD,AU000000CXH6
1,CMP,COMPASS MINERALS INTERNATION,US20451N1019
0,CCOP,COMPETITIVE COS INC,US2045101019
0,ASQ1,COMPTOIR GROUP PLC,GB00BYT1L205
0,COMPINFO,COMPUAGE INFOCOM LTD,INE070C01037
0,COMPUSOFT,COMPUCOM SOFTWARE LIMITED,INE453B01029
0,NMS,COMPUGEN LTD,IL0010852080
0,CMP,COMPUMEDICS LIMITED,AU000000CMP2
0,STMM,COMPUTACENTER PLC,GB00BV9FP302
0,4826,COMPUTER INSTITUTE OF JAPAN,JP3346170008
0,NMS,COMPUTER PROGRAMS & SYSTEMS,US2053061030
0,PREMQX,COMPUTER SERVICES INC,US20539A1051
0,NMS,COMPUTER TASK GROUP INC,US2054771025
0,CPU,COMPUTERSHARE LIMITED,AU000000CPU5
0,320,COMPUTIME GROUP LTD,KYG2341T1031
0,CIX,COMPX INTERNATIONAL INC,US20563P1012
0,NMS,COMSCORE INC,US20564W1053
0,SCM,COMSTOCK HOLDING COMPANIES,US2056842022
0,CRK,COMSTOCK RESOURCES INC,US2057683029
0,1721,COMSYS HOLDINGS CORP,JP3305530002
0,NMS,COMTECH TELECOMMUNICATIONS,US2058262096
0,NOINFO,COMTEX NEWS NETWORK INC,US2059142032
0,CAG,CONAGRA BRANDS INC,US2058871029
0,CURRENT,CONAIR CORP/NEW YORK,US2058881002
33,CLF,CONCENTRATED LEADERS FUND LT,AU0000007320
0,NMS,CONCERT PHARMACEUTICALS INC,US2060221056
1,CXO,CONCHO RESOURCES INC,US20605P1012
43,SAN,CONCORD GREEN ENERGY HOLDINGS,CA83417T1093
0,7186,CONCORDIA FINANCIAL GROUP LT,JP3305990008
1,CDB,CONDOR BLANCO MINES LTD,AU000000CDB1
0,CDRGF,CONDOR GOLD CORP,CA20676R1010
0,CDOR,CONDOR HOSPITALITY TRUST INC,US20676Y4035
0,CN,CONDOR RESOURCES INC,CA20676U1049
0,NMS,CONDUENT INC,US2067871036
0,9422,CONEXIO CORP,JP3104870005
0,SCM,CONFORMIS INC,US20717E1010
0,CNJ,CONICO LTD,AU000000CNJ3
0,NMS,CONIFER HOLDINGS INC,US20731J1025
0,CFF,CONIFEX TIMBER INC,CA2073241044
0,CNMD,CONMED CORP,US2074101013
0,CAJT,CONNECTAJET.COM,US20752L1017
0,NOINFO,CONNECTICUT RIVER COMMUNITY,US2076961059
0,CTWS,CONNECTICUT WATER SVC INC,US2077971016
0,NMS,CONNECTONE BANCORP INC,US20786W1071
0,NOINFO,CONNEXUS CORP,US2071461014
0,COP,CONOCOPHILLIPS,US20825C1045
0,CURRENT,CONRAD INDUSTRIES INC,US2083051027
3,CCR,CONSOL COAL RESOURCES LP,US20855T1007
0,CEIX,CONSOL ENERGY INC,US20854L1089
0,ED,CONSOLIDATED EDISON INC,US2091151041
0,CSRH,CONSORTEUM HOLDINGS INC,US21032R1086
1,CEM,CONSTANTINE METAL RESOURCES,CA2103172029
0,CNST,CONSTELLATION PHARMACEUTICAL,US2103731061
0,CSU,CONSTELLATION SOFTWARE INC,CA21037X1006
0,CAFEN,CONSTRUCC Y AUX DE FERROCARR,ES0121975009
0,NMS,CONSTRUCTION PARTNERS INC-A,US21044C1071
0,LIMITED,CONSUMER AUTOMOTIVE FINANCE,US2104931025
0,CCGN,CONSUMER CAPITAL GROUP INC,US21050C1080
0,NMS,CONSUMER PORTFOLIO SERVICES,US2105021008
0,CPSV,CONSUMER PRODUCTS SERVCES GR,US21050T1016
0,XLP,CONSUMER STAPLES SPDR,US81369Y3080
0,PREMQX,CONSUMERS BANCORP INC,US2105091050
3,1681,CONSUN PHARMACEUTICAL GROUP,KYG2524A1031
1,CEN,CONTACT ENERGY LTD,NZCENE0001S6
1,CNS,CONTAGIOUS GAMING INC,CA2107373003
0,CONCOR,CONTAINER CORP OF INDIA LTD,INE111A01025
1,TCS,CONTAINER STORE GROUP INC/TH,US2107511030
0,CGA,CONTANGO ASSET MANAGEMENT LT,AU000000CGA6
3,SSQ3,CONTANGO HOLDINGS PLC,GB00BF0F5X78
0,MCF,CONTANGO OIL & GAS,US21075N2045
0,CTGO,CONTANGO ORE INC,US21077F1003
0,6639,CONTEC CO LTD,JP3306030002
0,1912,CONTEL TECHNOLOGY CO LTD,KYG2521A1067
25,CONN,CONTINENTAL AG,DE0005439004
0,CURRENT,CONTINENTAL BEVERAGE BRANDS,US21116R1077
2,CCC,CONTINENTAL COAL LTD,AU000000CCC1
0,CNL.CAD,CONTINENTAL GOLD INC,CA21146A1084
0,CUO,CONTINENTAL MATERIALS CORP,US2116153071
0,CLR,CONTINENTAL RESOURCES INC/OK,US2120151012
2,STMM,CONTOURGLOBAL PLC,GB00BF448H58
0,CVF,CONTRARIAN VALUE FUND LTD,AU000000CVF4
0,CURRENT,CONVATEC GROUP PLC-UNSP ADR,US21244X1090
1,CTS,CONVERGE TECHNOLOGY SOLUTION,CA21250C1068
0,CVON,CONVERGEONE HOLDINGS INC,US2124811058
0,CSHD,CONVERSION SOLUTIONS HOLDINGS,US21254V1008
0,ASQ1,CONYGAR INVESTMENT CO PLC,GB0033698720
0,2193,COOKPAD INC,JP3266170004
0,WARM,COOL TECHNOLOGIES INC,US21639Y1001
0,2369,COOLPAD GROUP LTD,KYG2418K1004
3,CNR,COONAWARRA AUSTRALIA PROPERT,AU000000CNR6
0,COE,COOPER ENERGY LTD,AU000000COE2
0,COOR,COOR SERVICE MANAGEMENT,SE0007158829
1,CPA,COPA HOLDINGS SA-CLASS A,PAP310761054
0,NMS,COPART INC,US2172041061
26,CRS,COPERNICUS SECURITIES SA,PLCPRSC00012
0,CUU,COPPER FOX METALS INC,CA21749Q1046
0,CPL,COPPER LAKE RESOURCES LTD,CA21750Y1034
0,CUX,COPPER MESA MINING CORP,CA21750W1077
0,C6C,COPPER MOUNTAIN MINING-CDI,AU0000005001
0,CSE,COPPER STRIKE LTD,AU000000CSE3
0,COY,COPPERMOLY LTD,AU000000COY0
0,7059,COPRO-HOLDINGS CO LTD,JP3302000009
0,ASQ1,CORA GOLD LTD,VGG2423W1077
0,CLHRF,CORAL GOLD RESOURCES LTD,CA2180022022
1,ASQ1,CORAL PRODUCTS PLC,GB0002235736
0,CZN,CORAZON MINING LTD,AU000000CZN9
0,SCM,CORBUS PHARMACEUTICALS HOLDI,US21833P1030
0,CURRENT,CORBY SPIRIT AND WINE LTD,CA2183491083
0,SCM,CORCEPT THERAPEUTICS INC,US2183521028
0,CDXP,CORDEX PHARMA INC,US2185101050
0,CURRENT,CORDIA CORP,US21850P2002
0,P8A,CORDLIFE GROUP LTD,SG2E64980112
0,CDBMF,CORDOBA MINERALS CORP,CA21852Q6022
0,CORDSCABL,CORDS CABLE INDUSTRIES LTD,INE792I01017
0,2359,CORE CORP,JP3284000001
0,CLB,CORE LABORATORIES N.V.,NL0000200384
0,CORX,CORE LITHIUM CORP,US21871R1023
0,CMT,CORE MOLDING TECHNOLOGIES IN,US2186831002
0,CXW,CORECIVIC INC,US21871N1019
0,CLGX,CORELOGIC INC,US21871D1037
0,COREPREF,COREM PROPERTY GROUP AB-PREF,SE0010714311
0,CORR,CORENERGY INFRASTRUCTURE TRU,US21870U5020
0,CPLG,COREPOINT LODGING INC,US21872L1044
7,COR,CORESITE REALTY CORP,US21870Q1058
0,CURRENT,CORETEC GROUP INC/THE,US21871W1018
0,CXBS,CORIX BIOSCIENCE INC,US21887N1037
0,CIZNA,CORIZON LTD-NEW SHARE,AU0000026486
0,NMS,CORMEDIX INC,US21900C3088
0,XETRA,CORNERSTONE BUILDING BRANDS,US21925D1090
0,CURRENT,CORNERSTONE COMMUNITY BANCOR,US21925R1086
0,8112,CORNERSTONE FINANCIAL HOLDINGS,KYG3610T1215
0,CSOD,CORNERSTONE ONDEMAND INC,US21925Y1038
0,CWRL,CORNERWORLD CORP,US2192342002
0,GLW,CORNING INC,US2193501051
0,CNIG,CORNING NATURAL GAS HOLDING,US2193871074
0,LIMITED,CORNWALL RESOURCES INC,US2196231052
0,COROMANDE,COROMANDEL INTERNATIONAL LTD,INE169A01031
0,5909,CORONA CORP,JP3305950002
0,CRN,CORONADO GLOBAL RESOURCE-CDI,AU0000026122
4,CML,CORONATION FUND MANAGERS LTD,ZAE000047353
0,CAAP,CORP AMERICA AIRPORTS SA,LU1756447840
0,VESTA,CORP INMOBILIARIA VESTA SAB,MX01VE0M0003
2,CCT,CORPORATE CAPITAL TRUST INC,US2198801019
0,YDGE,CORPORATE MANAGEMENT SOLUTIO,US22004A1079
0,OFC,CORPORATE OFFICE PROPERTIES,US22002T1088
0,CTD,CORPORATE TRAVEL MANAGEMENT,AU000000CTD3
0,CORPBANK,CORPORATION BANK,INE112A01023
0,CORV.CAD,CORREVIO PHARMA CORP,CA22026V1058
0,CORV.CAD,CORREVIO PHARMA CORP,CA22026V1058
0,CSO,CORSA COAL CORP,CA22041E6091
1,CBX,CORTEX BUSINESS SOLUTIONS IN,CA2205186091
0,NMS,CORTEXYME INC,US22053A1079
0,C41,CORTINA HOLDINGS,SG1M59904946
0,CLDB,CORTLAND BANCORP,US2205871096
0,CURRENT,CORUS ENTERTAINMENT INC-B SH,CA2208741017
0,NMS,CORVEL CORP,US2210061097
0,NMS,CORVUS PHARMACEUTICALS INC,US2210151005
0,2866,COSCO SHIPPING DEVELOPMENT-H,CNE100000536
0,1138,COSCO SHIPPING ENERGY TRAN-H,CNE1000002S8
0,1919,COSCO SHIPPING HOLDINGS CO-H,CNE1000002J7
0,1199,COSCO SHIPPING PORTS LTD,BMG2442N1048
0,6905,COSEL CO LTD,JP3283700007
0,3386,COSMO BIO CO LTD,JP3298700000
0,5021,COSMO ENERGY HOLDINGS CO LTD,JP3298000005
0,2298,COSMO LADY CHINA HOLDINGS CO,KYG244421080
0,COPN,COSMO PHARMACEUTICALS NV,NL0011832936
0,CURRENT,COSMOS GROUP HOLDINGS INC,US2214112003
0,SCM,COSMOS HOLDINGS INC,US2214132068
0,8844,COSMOS INITIA CO LTD,JP3970200006
0,3349,COSMOS PHARMACEUTICAL CORP,JP3298400007
1,XETRA,COSMOSTEEL HOLDINGS LTD,SG1V08936188
0,CGC,COSTA GROUP HOLDINGS LTD,AU000000CGC2
2,ATX,COSTA INC-CLASS A,US22149T1025
0,CMRE,COSTAMARE INC,MHY1771G1026
0,CMRE,COSTAMARE INC,MHY1771G1026
0,CMRE,COSTAMARE INC,MHY1771G1026
0,CMRE,COSTAMARE INC,MHY1771G1026
0,NMS,COSTAR GROUP INC,US22160N1090
0,CURRENT,COSTAR TECHNOLOGIES INC,US22161J2069
0,CURRENT,COSTAS INC,US22160A2069
0,NMS,COSTCO WHOLESALE CORP,US22160K1051
0,4923,COTA CO LTD,JP3298900006
0,3359,COTTA CO LTD,JP3442910000
0,CWRN,COTTON & WESTERN MINING INC,US2217373073
0,CPAH,COUNTERPATH CORP,US22228P3029
0,CUP,COUNTPLUS LTD,AU000000CUP5
0,CCHHL,COUNTRY CLUB HOSPITALITY & H,INE652F01027
0,COUNCODOS,COUNTRY CONDO'S LTD,INE695B01025
0,2007,COUNTRY GARDEN HOLDINGS CO,KYG245241032
4,6098,COUNTRY GARDEN SERVICES HOLD,KYG2453A1085
0,NMS,COUPA SOFTWARE INC,US22266L1061
0,1145,COURAGE INVESTMENT GROUP LTD,BMG246371113
0,COUR,COURTOIS-R,FR0000065393
0,RE2,COURTS ASIA LTD,SG2F22986069
0,CUZ,COUSINS PROPERTIES INC,US2227955026
1,CVD,COVANCE INC,US2228161004
1,CVA,COVANTA HOLDING CORP,US22282E1029
0,CYG,COVENTRY GROUP LIMITED,AU000000CYG6
1,CVH,COVENTRY HEALTH CARE INC,US2228621049
0,XETRA,COVESTRO AG,DE0006062144
0,NMS,COVETRUS INC,US22304C1009
2,COV,COVIDIEN PLC,IE00B68SQD29
0,1415,COWELL E HOLDINGS INC,KYG248141163
0,NMS,COWEN INC - A,US2236226062
0,9876,COX CO LTD,JP3299200000
0,COYR,COYOTE RESOURCES INC,US2240691046
0,121,CP LOTUS CORP,KYG2500L1077
0,NMS,CPI CARD GROUP INC,US12634H2004
0,XETRA,CPI PROPERTY GROUP SA,LU0251710041
24,CPS,CPL RESOURCES PLC,IE0007214426
0,SCM,CPS TECHNOLOGIES CORP,US12619F1049
0,SSMM,CQS NEW CITY HIGH YIELD FUND,JE00B1LZS514
0,NMS,CRA INTERNATIONAL INC,US12618T1051
0,NMS,CRACKER BARREL OLD COUNTRY,US22410J1060
1,CXX,CRADLE RESOURCES LTD,AU000000CXX3
0,BREW,CRAFT BREW ALLIANCE INC,US2241221017
0,RAON,CRAMO OYJ,FI4000384243
0,ASQ1,CRANEWARE PLC,GB00B2425G68
0,STMM,CRANSWICK PLC,GB0002318888
0,CGN,CRATER GOLD MINING LTD,AU000000CGN9
0,ASQ1,CRAVEN HOUSE CAPITAL PLC,GB00BD4FQ360
0,CRAY,CRAY INC,US2252233042
0,CURRENT,CRAZY WOMAN CREEK BANCORP,US2252331051
1,1786,CRCC HIGH-TECH EQUIPMENT C-H,CNE1000023F1
0,CLXN,CREALOGIX HOLDING AG-REG,CH0011115703
4,8368,CREATIVE CHINA HOLDINGS LTD,KYG2562P1292
0,FITX,CREATIVE EDGE NUTRITION INC,US22528W2052
4,3992,CREATIVE ENTERPRISE HOLDINGS,KYG251801034
0,CREATIVEY,CREATIVE EYE LTD,INE230B01021
0,CURRENT,CREATIVE LEARNING CORP,US22529R1068
0,SCM,CREATIVE REALITIES INC,US22530J2006
0,CREAF,CREATIVE TECHNOLOGY LTD,SG1A98006814
0,CRD,CREDIBLE LABS INC-CDI,AU000000CRD7
0,BAP,CREDICORP LTD,BMG2519Y1084
0,NMS,CREDIT ACCEPTANCE CORP,US2253101016
0,ACA1,CREDIT AGRICOLE SA,FR0000045072
0,CBOM,CREDIT BANK OF MOSCOW PJSC,RU000A0JUG31
0,CCP,CREDIT CORP GROUP LIMITED,AU000000CCP3
0,8253,CREDIT SAISON CO LTD,JP3271400008
0,CIK,CREDIT SUISSE ASSET MGMT INC,US2249161066
0,CS,CREDIT SUISSE GROUP-SPON ADR,US2254011081
0,CREDITACC,CREDITACCESS GRAMEEN LTD,INE741K01010
0,COHO,CREDNOLOGY HOLDING CORP,US22547L1070
0,4763,CREEK & RIVER CO LTD,JP3269700005
0,CRJ,CREEPY JAR SA,PLCRPJR00019
2,SSQ3,CREIGHTONS PLC,GB0002341666
0,9698,CREO CO LTD,JP3271000006
0,ASQ1,CREO MEDICAL GROUP PLC,GB00BZ1BLL44
0,CPG,CRESCENT POINT ENERGY CORP,CA22576C1014
1,CTX,CRESCITA THERAPEUTICS INC,CA2258471028
0,4674,CRESCO LTD,JP3271100004
1,CPH,CRESO PHARMA LTD,AU000000CPH2
0,STMM,CREST NICHOLSON HOLDINGS,GB00B8VZXT93
1,CRES,CREST RESOURCES INC/CA,CA22608C1032
0,CREST,CREST VENTURES LTD,INE559D01011
0,7812,CRESTEC INC,JP3271150009
0,CSTJ,CRESTON RESOURCES LTD,US2262701061
0,CEQP,CRESTWOOD EQUITY PARTNERS LP,US2263442087
0,CURRENT,CREW ENERGY INC,CA2265331074
0,SCM,CREXENDO INC,US2265521078
0,CXS,CREXUS INVESTMENT CORP,US2265531051
0,CRHM,CRH MEDICAL CORP,CA12626F1053
0,CRH,CRH PLC-SPONSORED ADR,US12626K2033
0,3698,CRI MIDDLEWARE CO LTD,JP3346050002
0,CURRENT,CRIMSON WINE GROUP LTD,US22662X1000
0,NMS,CRINETICS PHARMACEUTICALS IN,US22663K1079
0,CRISIL,CRISIL LTD,INE007A01025
0,NMS,CRISPR THERAPEUTICS AG,CH0334081137
0,CRE,CRITICAL ELEMENTS LITHIUM CO,CA22675W1077
0,CURRENT,CRITICAL SOLUTIONS INC,US22675T1043
0,NMS,CROCS INC,US2270461096
0,SET1,CRODA INTERNATIONAL PLC,GB00BJFFLV09
0,PREMQX,CROGHAN BANCSHARES INC,US2270721051
0,CROMPTON,CROMPTON GREAVES CONSUMER EL,INE299U01018
0,CMW,CROMWELL PROPERTY GROUP,AU000000CMW8
0,CRON,CRONOS GROUP INC,CA22717L1013
0,9428,CROPS CORP,JP3273100002
0,NOINFO,CROSS BORDER RESOURCES INC,US2274431087
0,XCLK,CROSS CLICK MEDIA INC,US2274621083
0,NMS,CROSS COUNTRY HEALTHCARE INC,US2274831047
0,3675,CROSS MARKETING GROUP INC,JP3272760004
0,CRT,CROSS TIMBERS ROYALTY TRUST,US22757R1095
0,CAPL,CROSSAMERICA PARTNERS LP,US22758A1051
0,7810,CROSSFOR CO LTD,JP3272650007
24,CWI,CROSSWINDS HOLDINGS INC,CA2276962008
1,ASQ1,CROSSWORD CYBERSECURITY PLC,GB00BNG2LT65
0,LIMITED,CROWDGATHER INC,US22787P1075
0,NMS,CROWDSTRIKE HOLDINGS INC - A,US22788C1053
0,3900,CROWDWORKS INC,JP3267900003
0,NOINFO,CROWN BAUS CAPITAL CORP,US22821R1014
0,CRWN,CROWN CAPITAL PARTNERS INC,CA22821L1040
0,CCI,CROWN CASTLE INTL CORP,US22822V1017
0,SCM,CROWN CRAFTS INC,US2283091005
0,CURRENT,CROWN EQUITY HOLDINGS INC,US22834M3051
0,CCK,CROWN HOLDINGS INC,US2283681060
1,CRWN,CROWN MEDIA HOLDINGS-CLASS A,US2284111042
0,CURRENT,CROWN POINT ENERGY INC,CA2284622065
0,CWN,CROWN RESORTS LTD,AU000000CWN6
0,CNH.H,CROWNIA HOLDINGS LTD,CA2286981063
4,1766,CRRC CORP LTD - H,CNE100000BG0
0,CCINT,CRUISECAM INTL INC.,US22878U5020
0,SCM,CRYOPORT INC,US2290503075
0,CRCW,CRYPTO CO/THE,US22906C1027
