new_index,longName,marketName,secIdList,Origin_Name,Origin_Stock,Origin_Country
6798,HC GROUP INC,2280,KYG4364T1013,HC GROUP INC,2280,Hong Kong
6799,HC SURGICAL SPECIALISTS LTD,1B1,SG1DC2000004,HC SURGICAL SPECIALISTS LTD,1B1,Singapore
6800,HCA HEALTHCARE INC,HCA,US40412C1018,HCA HEALTHCARE INC,HCA,Mexico
6801,HCI GROUP INC,HCI,US40416E1038,HCI GROUP INC,HCI,United States of America
6802,HCL INFOSYSTEMS LTD,HCL-INSYS,INE236A01020,HCL INFOSYSTEMS LTD,HCL-INSYS,India
6803,HCL TECHNOLOGIES LTD,HCLTECH,INE860A01027,HCL TECHNOLOGIES LTD,HCLTECH,India
6804,HD SUPPLY HOLDINGS INC,HDS,US40416M1053,HD SUPPLY HOLDINGS INC,HDS,United States of America
6805,HDFC ASSET MANAGEMENT CO LTD,HDFCAMC,INE127D01025,HDFC ASSET MANAGEMENT CO LTD,HDFCAMC,India
6806,HDFC BANK LTD-ADR,HDB,US40415F1012,HDFC BANK LTD-ADR,HDB,United States of America
6807,HDFC LIFE INSURANCE CO LTD,HDFCLIFE,INE795G01014,HDFC LIFE INSURANCE CO LTD,HDFCLIFE,India
6808,HEADHUNTER GROUP PLC-ADR,NMS,US42207L1061,HEADHUNTER GROUP PLC-ADR,HHR,United States of America
6809,HEADLAM GROUP PLC,SSMM,GB0004170089,HEADLAM GROUP PLC,HEAD,United Kingdom
6810,HEADSUP ENTERTAINMENT INTERN,CURRENT,US42209Q1031,HEADSUP ENTERTAINMENT INTERN,HDUP,United States of America
6811,HEADWATERS INC,HW,US42210P1021,HEADWATERS INC,HW,
6812,HEALIUS LTD,HLS,AU0000033359,HEALIUS LTD,HLS,Australia
6813,HEALTH ADVANCE INC,CURRENT,US42225L2034,HEALTH ADVANCE INC,HADV,United States of America
6814,HEALTH AND HAPPINESS H&H INT,1112,KYG4387E1070,HEALTH AND HAPPINESS H&H INT,1112,Hong Kong
6815,HEALTH CARE SELECT SECTOR,XLV,US81369Y2090,HEALTH CARE SELECT SECTOR,XLV,
6816,HEALTH DISCOVERY CORP,LIMITED,US42218R1005,HEALTH DISCOVERY CORP,HDVY,United States of America
6817,HEALTH ITALIA SPA,HI,IT0005221004,HEALTH ITALIA SPA,HI,Italy
6818,HEALTH NET INC.,HNT,US42222G1085,HEALTH NET INC.,HNT,
6819,HEALTH SCIENCES GROUP INC,NOINFO,US42223A1007,HEALTH SCIENCES GROUP INC,HESG,United States of America
6820,HEALTHCARE & MEDICAL INVESTM,3455,JP3047910009,HEALTHCARE & MEDICAL INVESTM,3455,Japan
6821,HEALTHCARE REALTY TRUST INC,HR,US42226K1051,HEALTHCARE REALTY TRUST INC,HR,United States of America
6822,HEALTHCARE SERVICES GROUP,NMS,US4219061086,HEALTHCARE SERVICES GROUP,HCSG,United States of America
6823,HEALTHEQUITY INC,NMS,US42226A1079,HEALTHEQUITY INC,HQY,United States of America
6824,HEALTHEUNIVERSE INC,HLUN,US42224J1007,HEALTHEUNIVERSE INC,HLUN,
6825,HEALTHLYNKED CORP,HLYK,US42228P1021,HEALTHLYNKED CORP,HLYK,United States of America
6826,HEALTHSTREAM INC,NMS,US42222N1037,HEALTHSTREAM INC,HSTM,United States of America
6827,HEALTHWAY MEDICAL CORP LTD,5NG,SG1X09940682,HEALTHWAY MEDICAL CORP LTD,5NG,Singapore
6828,HEALTHY COFFEE INTL INC,NOINFO,US42224G5027,HEALTHY COFFEE INTL INC,HCEI,United States of America
6829,HEARTLAND EXPRESS INC,NMS,US4223471040,HEARTLAND EXPRESS INC,HTLD,United States of America
6830,HEARTLAND FINANCIAL USA INC,NMS,US42234Q1022,HEARTLAND FINANCIAL USA INC,HTLF,United States of America
6831,HEARTLAND GROUP HOLDINGS LTD,HGH,NZHGHE0007S9,HEARTLAND GROUP HOLDINGS LTD,HGH,Australia
6832,HEARTLAND PAYMENT SYSTEMS IN,HPY,US42235N1081,HEARTLAND PAYMENT SYSTEMS IN,HPY,
6833,HEARTS AND MINDS INVESTMENT,HM1,AU0000026569,HEARTS AND MINDS INVESTMENT,HM1,Australia
6834,HEARTWARE INTERNATIONAL INC,HTWR,US4223681002,HEARTWARE INTERNATIONAL INC,HTWR,
6835,HEATEC JIETONG HOLDINGS LTD,5OR,SG1Y31945526,HEATEC JIETONG HOLDINGS LTD,5OR,Singapore
6836,HEATHROW NATURAL FOOD & BEVE,HRNF,US4224631097,HEATHROW NATURAL FOOD & BEVE,HRNF,
6837,HEBEI CONSTRUCTION GROUP C-H,1727,CNE100002R32,HEBEI CONSTRUCTION GROUP C-H,1727,Hong Kong
6838,HECLA MINING CO,HL,US4227041062,HECLA MINING CO,HL,Switzerland
6839,HEETON HOLDINGS LTD,5DP,SG1O44912994,HEETON HOLDINGS LTD,5DP,Singapore
6840,HEFEI DEPARTMENT STORE GRP-A,000417,CNE000000BV0,HEFEI DEPARTMENT STORE GRP-A,000417,China
6841,HEICO CORP,HEI,US4228061093,HEICO CORP,HEI,United States of America
6842,HEIDELBERGCEMENT INDIA LTD,HEIDELBER,INE578A01017,HEIDELBERGCEMENT INDIA LTD,HEIDELBER,India
6843,HEIDELBERGER DRUCKMASCHINEN,XETRA,DE0007314007,HEIDELBERGER DRUCKMASCHINEN,HDD,Germany
6844,HEIDRICK & STRUGGLES INTL,NMS,US4228191023,HEIDRICK & STRUGGLES INTL,HSII,United States of America
6845,HEILONGJIANG AGRICULTURE-A,600598,CNE0000019Z9,HEILONGJIANG AGRICULTURE-A,600598,China
6846,HEINEKEN HOLDING NV,HEION,NL0000008977,HEINEKEN HOLDING NV,HEION,Mexico
6847,HEINEKEN NV,HEIAN,NL0000009165,HEINEKEN NV,HEIAN,Mexico
6848,HEIWA REAL ESTATE CO LTD,8803,JP3834800009,HEIWA REAL ESTATE CO LTD,8803,Japan
6849,HEIWA REAL ESTATE REIT INC,8966,JP3046220004,HEIWA REAL ESTATE REIT INC,8966,Japan
6850,HEIWADO CO LTD,8276,JP3834400008,HEIWADO CO LTD,8276,Japan
6851,HELEN OF TROY LTD,NMS,BMG4388N1065,HELEN OF TROY LTD,HELE,United States of America
6852,HELIAD EQUITY PARTNERS GMBH,XETRA,DE000A0L1NN5,HELIAD EQUITY PARTNERS GMBH,HPBK,Germany
6853,HELICAL PLC,SSMM,GB00B0FYMT95,HELICAL PLC,HLCL,United Kingdom
6854,HELIJET INTERNATIONAL INC.,HJI,CA4232681011,HELIJET INTERNATIONAL INC.,HJI,
6855,HELIOS ENERGY LTD,HE8,AU000000HE80,HELIOS ENERGY LTD,HE8,Australia
6856,HELIOS TECHNO HOLDING CO LTD,6927,JP3802700009,HELIOS TECHNO HOLDING CO LTD,6927,Japan
6857,HELIOS TECHNOLOGIES INC,HLIO,US42328H1095,HELIOS TECHNOLOGIES INC,HLIO,United States of America
6858,HELIUS MEDICAL TECHNOLOGIES,SCM,US42328V6039,HELIUS MEDICAL TECHNOLOGIES,HSDT,Canada
6859,HELIX BIOMEDIX INC,LIMITED,US4232875074,HELIX BIOMEDIX INC,HXBM,United States of America
6860,HELIX BIOPHARMA CORP,HBP,CA4229101098,HELIX BIOPHARMA CORP,HBP,Canada
6861,HELIX ENERGY SOLUTIONS GROUP,HLX,US42330P1075,HELIX ENERGY SOLUTIONS GROUP,HLX,United States of America
6862,HELIX RESOURCES LIMITED,HLX,AU000000HLX7,HELIX RESOURCES LIMITED,HLX,Australia
6863,HELIX WIND CORP,HLXW,US42331P1066,HELIX WIND CORP,HLXW,United States of America
6864,HELLA GMBH & CO KGAA,HLEN,DE000A13SX22,HELLA GMBH & CO KGAA,HLEN,Mexico
6865,HELLENIC EXCHANGES - ATHENS,HEEN,GRS395363005,HELLENIC EXCHANGES - ATHENS,HEEN,Mexico
6866,HELLENIC TELECOMMUN ORGANIZA,XETRA,GRS260333000,HELLENIC TELECOMMUN ORGANIZA,HTO,Greece
6867,HELLOFRESH SE,XETRA,DE000A161408,HELLOFRESH SE,HFG,Germany
6868,HELLOWORLD TRAVEL LTD,HLO,AU000000HLO6,HELLOWORLD TRAVEL LTD,HLO,Australia
6869,HELMERICH & PAYNE,HP,US4234521015,HELMERICH & PAYNE,HP,Germany
6870,HELVETIA HOLDING AG-REG,XETRA,CH0466642201,HELVETIA HOLDING AG-REG,HVXA,Germany
6871,HEMAGEN DIAGNOSTICS INC,NOINFO,US4235011057,HEMAGEN DIAGNOSTICS INC,HMGN,United States of America
6872,HEMISPHERE ENERGY CORP,INTPRIMQX,CA4236301020,HEMISPHERE ENERGY CORP,HMENF,United States of America
6873,HEMISPHERE MEDIA GROUP INC,NMS,US42365Q1031,HEMISPHERE MEDIA GROUP INC,HMTV,United States of America
6874,HEMOGENYX PHARMACEUTICALS PL,SSQ3,GB00BYX3WZ24,HEMOGENYX PHARMACEUTICALS PL,HEMO,United Kingdom
6875,HEMOSTEMIX INC,CURRENT,CA4236943060,HEMOSTEMIX INC,HMTXF,Canada
6876,HEMP INC,CURRENT,US4237032069,HEMP INC,HEMP,United States of America
6877,HEMP NATURALS INC,CURRENT,US42370R2031,HEMP NATURALS INC,HPMM,United States of America
6878,HEMPAMERICANA INC,LIMITED,US42370P2074,HEMPAMERICANA INC,HMPQ,United States of America
6879,HENAN DAYOU ENERGY CO LTD-A,600403,CNE000001G12,HENAN DAYOU ENERGY CO LTD-A,600403,China
6880,HENAN HUANGHE WHIRLWIND CO-A,600172,CNE000000XT8,HENAN HUANGHE WHIRLWIND CO-A,600172,China
6881,HENAN JINMA ENERGY CO LTD-H,6885,CNE100002QZ4,HENAN JINMA ENERGY CO LTD-H,6885,Hong Kong
6882,HENAN PINGGAO ELECTRIC CO-A,600312,CNE000001774,HENAN PINGGAO ELECTRIC CO-A,600312,China
6883,HENAN ZHONGYUAN EXPRESSWAY-A,600020,CNE000001FL0,HENAN ZHONGYUAN EXPRESSWAY-A,600020,China
6884,HENDERSON DIVERSIFIED INCOME,SSMM,GB00BF03YC36,HENDERSON DIVERSIFIED INCOME,HDIV,United Kingdom
6885,HENDERSON EUROPEAN FOCUS TRU,SSMM,GB00BLSNGB01,HENDERSON EUROPEAN FOCUS TRU,HEFT,United Kingdom
6886,HENDERSON EUROTRUST PLC-ORD,SSMM,GB00BP6QR382,HENDERSON EUROTRUST PLC-ORD,HNE,United Kingdom
6887,HENDERSON FAR EAST INCOME LT,SSMM,JE00B1GXH751,HENDERSON FAR EAST INCOME LT,HFEL,United Kingdom
6888,HENDERSON HIGH INCOME TR-ORD,SSMM,GB0009580571,HENDERSON HIGH INCOME TR-ORD,HHI,United Kingdom
6889,HENDERSON INTERNATIONAL INCO,SSMM,GB00B3PHCS86,HENDERSON INTERNATIONAL INCO,HINT,United Kingdom
6890,HENDERSON SMALLER COMPANIES,STMM,GB0009065060,HENDERSON SMALLER COMPANIES,HSL,United Kingdom
6891,HENG XIN CHINA HOLDINGS LTD,44370,BMG4403P1106,HENG XIN CHINA HOLDINGS LTD,44370,Hong Kong
6892,HENGDELI HOLDINGS LTD,XETRA,KYG450481083,HENGDELI HOLDINGS LTD,XYUA,Germany
6893,HENGDIAN ENTERTAINMENT CO-A,603103,CNE100002VD1,HENGDIAN ENTERTAINMENT CO-A,603103,China
6894,HENGLI PETROCHEMICAL CO L-A,600346,CNE0000018V0,HENGLI PETROCHEMICAL CO L-A,600346,China
6895,HENGTAI SECURITIES CO LTD-H,1476,CNE100002334,HENGTAI SECURITIES CO LTD-H,1476,Hong Kong
6896,HENGTONG OPTIC-ELECTRIC CO-A,600487,CNE000001FQ9,HENGTONG OPTIC-ELECTRIC CO-A,600487,China
6897,HENGXIN TECHNOLOGY LTD,1085,SG1T38930320,HENGXIN TECHNOLOGY LTD,1085,Hong Kong
6898,HENGXING GOLD HOLDING CO LTD,2303,KYG4404P1019,HENGXING GOLD HOLDING CO LTD,2303,Hong Kong
6899,HENGYI PETROCHEMICAL CO -A,000703,CNE0000001J1,HENGYI PETROCHEMICAL CO -A,000703,China
6900,HENKEL AG & CO KGAA,XETRA,DE0006048408,HENKEL AG & CO KGAA,HEN,Switzerland
6901,HENNESSY ADVISORS INC,NMS,US4258851009,HENNESSY ADVISORS INC,HNNA,United States of America
6902,HENRY MORGAN LTD,HML,AU000000HML0,HENRY MORGAN LTD,HML,
6903,HENRY SCHEIN INC,NMS,US8064071025,HENRY SCHEIN INC,HSIC,United States of America
6904,HERALD INVESTMENT TRUST PLC,STMM,GB0004228648,HERALD INVESTMENT TRUST PLC,HRI,United Kingdom
6905,HERBALIFE NUTRITION LTD,HLF,KYG4412G1010,HERBALIFE NUTRITION LTD,HLF,Germany
6906,HERBORIUM GROUP INC,CURRENT,US42703A2087,HERBORIUM GROUP INC,HBRM,United States of America
6907,HERC HOLDINGS INC,HRI,US42704L1044,HERC HOLDINGS INC,HRI,Mexico
6908,HERCULES CAPITAL INC,HTGC,US4270965084,HERCULES CAPITAL INC,HTGC,United States of America
6909,HERCULES HOISTS LIMITED,HERCULES,INE688E01024,HERCULES HOISTS LIMITED,HERCULES,India
6910,HERITAGE CANNABIS HOLDINGS C,CANN,CA42727B1094,HERITAGE CANNABIS HOLDINGS C,CANN,Canada
6911,HERITAGE COMMERCE CORP,NMS,US4269271098,HERITAGE COMMERCE CORP,HTBK,United States of America
6912,HERITAGE FINANCIAL CORP,NMS,US42722X1063,HERITAGE FINANCIAL CORP,HFWA,United States of America
6913,HERITAGE FOODS LTD,HERITGFOO,INE978A01027,HERITAGE FOODS LTD,HERITGFOO,India
6914,HERITAGE GLOBAL INC,SCM,US42727E1038,HERITAGE GLOBAL INC,HGBL,United States of America
6915,HERITAGE INSURANCE HOLDINGS,HRTG,US42727J1025,HERITAGE INSURANCE HOLDINGS,HRTG,United States of America
6916,HERMES INTL,RMS,FR0000052292,HERMES INTL,RMS,France
6917,HERO MOTOCORP LIMITED,HEROMOTOC,INE158A01026,HERO MOTOCORP LIMITED,HEROMOTOC,India
6918,HEROES INC,HERS,US4277111062,HEROES INC,HERS,
6919,HERON THERAPEUTICS INC,SCM,US4277461020,HERON THERAPEUTICS INC,HRTX,United States of America
6920,HEROUX-DEVTEK INC,HRX,CA42774L1094,HEROUX-DEVTEK INC,HRX,Canada
6921,HEROZ INC,4382,JP3783070000,HEROZ INC,4382,Japan
6922,HERSHA HOSPITALITY TRUST,HT,US4278255009,HERSHA HOSPITALITY TRUST,HT,United States of America
6923,HERSHEY CREAMERY CO,NOINFO,US4278481068,HERSHEY CREAMERY CO,HRCR,United States of America
6924,HESKA CORP,SCM,US42805E3062,HESKA CORP,HSKA,United States of America
6925,HESS CORP,HES,US42809H1077,HESS CORP,HES,United States of America
6926,HESTEEL CO LTD-A,000709,CNE000000H20,HESTEEL CO LTD-A,000709,China
6927,HESTER BIOSCIENCES LIMITED,HESTERBIO,INE782E01017,HESTER BIOSCIENCES LIMITED,HESTERBIO,India
6928,HEVOL SERVICES GROUP CO LTD,6093,KYG4420L1005,HEVOL SERVICES GROUP CO LTD,6093,Hong Kong
6929,HEWLETT PACKARD ENTERPRISE,HPE,US42824C1099,HEWLETT PACKARD ENTERPRISE,HPE,Mexico
6930,HEXA TRADEX LTD,HEXATRADE,INE750M01017,HEXA TRADEX LTD,HEXATRADE,India
6931,HEXAGON COMPOSITES ASA,HEX,NO0003067902,HEXAGON COMPOSITES ASA,HEX,Norway
6932,HEXAGON ENERGY MATERIALS LTD,HXG,AU000000HXG7,HEXAGON ENERGY MATERIALS LTD,HXG,Australia
6933,HEXATRONIC GROUP AB,HTRO,SE0018040677,HEXATRONIC GROUP AB,HTRO,Sweden
6934,HEXAWARE TECHNOLOGIES LTD,HEXAWARE,INE093A01033,HEXAWARE TECHNOLOGIES LTD,HEXAWARE,India
6935,HEXCEL CORP,HXL,US4282911084,HEXCEL CORP,HXL,Germany
6936,HEXING ELECTRICAL CO LTD-A,603556,CNE100002GS0,HEXING ELECTRICAL CO LTD-A,603556,China
6937,HEXION HOLDINGS CORP -B,HXOH,US42830K1034,HEXION HOLDINGS CORP -B,HXOH,United States of America
6938,HEXO CORP,HEXO,CA4283043079,HEXO CORP,HEXO,United States of America
6939,HF FOODS GROUP INC,SCM,US40417F1093,HF FOODS GROUP INC,HFFG,United States of America
6940,HG HOLDINGS INC,STLY,US42834P2074,HG HOLDINGS INC,STLY,United States of America
6941,HG INFRA ENGINEERING LTD,HGINFRA,INE926X01010,HG INFRA ENGINEERING LTD,HGINFRA,India
6942,HG METAL MANUFACTURING LTD,BTG,SG1CH7000000,HG METAL MANUFACTURING LTD,BTG,Singapore
6943,HGCAPITAL TRUST PLC,STMM,GB00BJ0LT190,HGCAPITAL TRUST PLC,HGT,United Kingdom
6944,HHGREGG INC,NOINFO,US42833L1089,HHGREGG INC,HGGGQ,United States of America
6945,HI SUN TECHNOLOGY CHINA LTD,818,BMG4512G1261,HI SUN TECHNOLOGY CHINA LTD,818,Hong Kong
6946,HI-LEVEL TECHNOLOGY HOLDINGS,8113,KYG4492L1032,HI-LEVEL TECHNOLOGY HOLDINGS,8113,Hong Kong
6947,HIAP HOE LTD,5JK,SG1U37933462,HIAP HOE LTD,5JK,Singapore
6948,HIAP SENG ENGINEERING LTD,510,SG1G69871497,HIAP SENG ENGINEERING LTD,510,Singapore
6949,HIBERNIA REIT PLC,HBRN,IE00BGHQ1986,HIBERNIA REIT PLC,HBRN,
6950,HICL INFRASTRUCTURE PLC,STMM,GB00BJLP1Y77,HICL INFRASTRUCTURE PLC,HICL,United Kingdom
6951,HIDAY HIDAKA CORP,7611,JP3765180009,HIDAY HIDAKA CORP,7611,Japan
6952,HIGH ARCTIC ENERGY SERVICES,HWO,CA4296442060,HIGH ARCTIC ENERGY SERVICES,HWO,Canada
6953,HIGH COUNTRY BANCORP INC,PRIMQX,US42965Q1076,HIGH COUNTRY BANCORP INC,HCBC,United States of America
6954,HIGH END VENTURES INC,HEVE,US4296582061,HIGH END VENTURES INC,HEVE,
6955,HIGH INCOME SECURITIES FUND,PCF,US42968F1084,HIGH INCOME SECURITIES FUND,PCF,United States of America
6956,HIGH LINER FOODS INC,HLF,CA4296951094,HIGH LINER FOODS INC,HLF,Canada
6957,HIGH PEAK ROYALTIES LTD,HPR,AU000000HPR0,HIGH PEAK ROYALTIES LTD,HPR,Australia
6958,HIGH PERFORMANCE BEVERAGES C,NOINFO,US42969X3061,HIGH PERFORMANCE BEVERAGES C,TBEV,United States of America
6959,HIGH PLAINS GAS INC,HPGS,US42970V1098,HIGH PLAINS GAS INC,HPGS,
6960,HIGH TIDE INC,HITI,CA42981E4013,HIGH TIDE INC,HITI,Canada
6961,HIGH YIELD ETF,HYLD,US30151E8140,HIGH YIELD ETF,HYLD,
6962,HIGHBANK RESOURCES LTD,HBK,CA42982U2065,HIGHBANK RESOURCES LTD,HBK,Canada
6963,HIGHCOM GLOBAL SECURITY INC,NOINFO,US42984M1036,HIGHCOM GLOBAL SECURITY INC,HCGS,United States of America
6964,HIGHCROFT INVESTMENTS PLC,SSQ3,GB0004254875,HIGHCROFT INVESTMENTS PLC,HCFT,United Kingdom
6965,HIGHFIELD RESOURCES LTD,HFR,AU000000HFR1,HIGHFIELD RESOURCES LTD,HFR,Australia
6966,HIGHLAND COPPER CO INC,HI,CA43004Y1016,HIGHLAND COPPER CO INC,HI,Canada
6967,HIGHLAND GOLD MINING LTD,HGM,GB0032360173,HIGHLAND GOLD MINING LTD,HGM,Germany
6968,HIGHLAND INCOME FUND,HFRO,US43010E4044,HIGHLAND INCOME FUND,HFRO,United States of America
6969,HIGHLANDS BANKSHARES INC,CURRENT,US43088W1045,HIGHLANDS BANKSHARES INC,HBSI,United States of America
6970,HIGHLANDS REIT INC,HHDS,US43110A1043,HIGHLANDS REIT INC,HHDS,
6971,HIGHPOINT RESOURCES CORP,HPR,US43114K2078,HIGHPOINT RESOURCES CORP,HPR,United States of America
6972,HIGHPOWER INTERNATIONAL INC,HPJ,US43113X1019,HIGHPOWER INTERNATIONAL INC,HPJ,Germany
6973,HIGHWAY HOLDINGS LIMITED,SCM,VGG4481U1066,HIGHWAY HOLDINGS LIMITED,HIHO,United States of America
6974,HIGHWOODS PROPERTIES INC,HIW,US4312841087,HIGHWOODS PROPERTIES INC,HIW,United States of America
6975,HIKAL LTD,HIKAL,INE475B01022,HIKAL LTD,HIKAL,India
6976,HIKARI HOLDINGS CO LTD,1445,JP3783430006,HIKARI HOLDINGS CO LTD,1445,Japan
6977,HIKARI TSUSHIN INC,9435,JP3783420007,HIKARI TSUSHIN INC,9435,Germany
6978,HIKMA PHARMACEUTICALS PLC,SET1,GB00B0LCW083,HIKMA PHARMACEUTICALS PLC,HIK,United Kingdom
6979,HIKO ENERGY CORP,HIKO,US43129N1054,HIKO ENERGY CORP,HIKO,
6980,HILL INTERNATIONAL INC,HIL,US4314661012,HILL INTERNATIONAL INC,HIL,United States of America
6981,HILL-ROM HOLDINGS INC,HRC,US4314751029,HILL-ROM HOLDINGS INC,HRC,United States of America
6982,HILLENBRAND INC,HI,US4315711089,HILLENBRAND INC,HI,United States of America
6983,HILLGROVE RESOURCES LTD,HGO,AU000000HGO6,HILLGROVE RESOURCES LTD,HGO,Australia
6984,HILLIARD CORP,NOINFO,US4315961056,HILLIARD CORP,HLRD,United States of America
6985,HILLS BANCORP,CURRENT,US4316431059,HILLS BANCORP,HBIA,United States of America
6986,HILLTOP HOLDINGS INC,HTH,US4327481010,HILLTOP HOLDINGS INC,HTH,United States of America
6987,HILONG HOLDING LTD,1623,KYG4509G1055,HILONG HOLDING LTD,1623,Hong Kong
6988,HILTON FOOD GROUP PLC,STMM,GB00B1V9NW54,HILTON FOOD GROUP PLC,HFG,United Kingdom
6989,HILTON GRAND VACATIONS INC,HGV,US43283X1054,HILTON GRAND VACATIONS INC,HGV,United States of America
6990,HILTON METAL FORGING LTD,HILTON,INE788H01017,HILTON METAL FORGING LTD,HILTON,India
6991,HIMADRI SPECIALITY CHEMICAL,HSCL,INE019C01026,HIMADRI SPECIALITY CHEMICAL,HSCL,India
6992,HIMATSINGKA SEIDE LIMITED,HIMATSEID,INE049A01027,HIMATSINGKA SEIDE LIMITED,HIMATSEID,India
6993,HIMAX TECHNOLOGIES INC-ADR,NMS,US43289P1066,HIMAX TECHNOLOGIES INC-ADR,HIMX,United States of America
6994,HIMEXSA SAB DE CV,HIMEXSAA,MX01HI070008,HIMEXSA SAB DE CV,HIMEXSAA,Mexico
6995,HIN SANG GROUP INTERNATIONAL,6893,KYG4590V1023,HIN SANG GROUP INTERNATIONAL,6893,Hong Kong
6996,HIND RECTIFIERS LIMITED,HIRECT,INE835D01023,HIND RECTIFIERS LIMITED,HIRECT,India
6997,HIND SYNTEX LTD,HINDSYNTE,INE155B01012,HIND SYNTEX LTD,HINDSYNTE,India
6998,HINDALCO INDUSTRIES LIMITED,HINDALCO,INE038A01020,HINDALCO INDUSTRIES LIMITED,HINDALCO,India
6999,HINDUJA GLOBAL SOLUTIONS LTD,HGS,INE170I01016,HINDUJA GLOBAL SOLUTIONS LTD,HGS,India
7000,HINDUSTAN COMPOSITES LTD,HINDCOMPO,INE310C01029,HINDUSTAN COMPOSITES LTD,HINDCOMPO,India
7001,HINDUSTAN CONSTRUCTION CO,HCC,INE549A01026,HINDUSTAN CONSTRUCTION CO,HCC,India
7002,HINDUSTAN COPPER LIMITED,HINDCOPPE,INE531E01026,HINDUSTAN COPPER LIMITED,HINDCOPPE,India
7003,HINDUSTAN MEDIA VENTURES LTD,HMVL,INE871K01015,HINDUSTAN MEDIA VENTURES LTD,HMVL,India
7004,HINDUSTAN MOTORS LTD,HINDMOTOR,INE253A01025,HINDUSTAN MOTORS LTD,HINDMOTOR,India
7005,HINDUSTAN OIL EXPLORATION CO,HINDOILEX,INE345A01011,HINDUSTAN OIL EXPLORATION CO,HINDOILEX,India
7006,HINDUSTAN PETROLEUM CORP,HINDPETRO,INE094A01015,HINDUSTAN PETROLEUM CORP,HINDPETRO,India
7007,HINDUSTAN UNILEVER LTD,HINDUNILV,INE030A01027,HINDUSTAN UNILEVER LTD,HINDUNILV,India
7008,HINDUSTAN ZINC LTD,HINDZINC,INE267A01025,HINDUSTAN ZINC LTD,HINDZINC,India
7009,HING MING HOLDINGS LTD,8425,KYG459051093,HING MING HOLDINGS LTD,8425,Hong Kong
7010,HINGHAM INSTITUTION FOR SVGS,NMS,US4333231029,HINGHAM INSTITUTION FOR SVGS,HIFS,United States of America
7011,HINGTEX HOLDINGS LTD,1968,KYG459081033,HINGTEX HOLDINGS LTD,1968,Hong Kong
7012,HINO MOTORS LTD,7205,JP3792600003,HINO MOTORS LTD,7205,Japan
7013,HINOKIYA GROUP CO LTD,1413,JP3792100004,HINOKIYA GROUP CO LTD,1413,Japan
7014,HINTO ENERGY INC,CURRENT,US4334751009,HINTO ENERGY INC,HENI,United States of America
7015,HIP CORP,2136,JP3791970001,HIP CORP,2136,Japan
7016,HIRAKAWA HEWTECH CORP,5821,JP3795080005,HIRAKAWA HEWTECH CORP,5821,Japan
7017,HIRAMATSU INC,2764,JP3796000002,HIRAMATSU INC,2764,Japan
7018,HIRATA CORP,6258,JP3795300007,HIRATA CORP,6258,Japan
7019,HIROSE ELECTRIC CO LTD,6806,JP3799000009,HIROSE ELECTRIC CO LTD,6806,Japan
7020,HIROSHIMA BANK LTD/THE,8379,JP3797000001,HIROSHIMA BANK LTD/THE,8379,Japan
7021,HIROSHIMA ELECTRIC RAILWAY,9033,JP3798600007,HIROSHIMA ELECTRIC RAILWAY,9033,Japan
7022,HIROSHIMA GAS CO LTD,9535,JP3796200008,HIROSHIMA GAS CO LTD,9535,Japan
7023,HISAKA WORKS LTD,6247,JP3784200002,HISAKA WORKS LTD,6247,Japan
7024,HISAMITSU PHARMACEUTICAL CO,4530,JP3784600003,HISAMITSU PHARMACEUTICAL CO,4530,Japan
7025,HISAR METAL INDUSTRIES LTD,HISARMETA,INE598C01011,HISAR METAL INDUSTRIES LTD,HISARMETA,India
7026,HISCOX LTD,STMM,BMG4593F1389,HISCOX LTD,HSX,United Kingdom
7027,HITACHI CHEMICAL CO LTD,4217,JP3785000005,HITACHI CHEMICAL CO LTD,4217,
7028,HITACHI METALS LTD,5486,JP3786200000,HITACHI METALS LTD,5486,Japan
7029,HITACHI TRANSPORT SYSTEM LTD,9086,JP3791200003,HITACHI TRANSPORT SYSTEM LTD,9086,Japan
7030,HITACHI ZOSEN CORP,7004,JP3789000001,HITACHI ZOSEN CORP,7004,Japan
7031,HITECH GROUP AUSTRALIA LIMITED,HIT,AU000000HIT1,HITECH GROUP AUSTRALIA LIMITED,HIT,Australia
7032,HITECHPROS,ALHIT,FR0010396309,HITECHPROS,ALHIT,France
7033,HITO COMMUNICATIONS HOLDINGS,4433,JP3791990009,HITO COMMUNICATIONS HOLDINGS,4433,Japan
7034,HIVE BLOCKCHAIN TECHNOLOGIES,HIVE,CA43366H7040,HIVE BLOCKCHAIN TECHNOLOGIES,HIVE,Canada
7035,HJ HEINZ CO,HNZ,US4230741039,HJ HEINZ CO,HNZ,
7036,HK ELECTRIC INVESTMENTS -SS,2638,HK0000179108,HK ELECTRIC INVESTMENTS -SS,2638,Hong Kong
7037,HKC INTERNATIONAL HLDGS LTD,248,KYG4515X1007,HKC INTERNATIONAL HLDGS LTD,248,Hong Kong
7038,HKN INC,HKNI,US40420K7072,HKN INC,HKNI,United States of America
7039,HKS CO LTD,7219,JP3164450003,HKS CO LTD,7219,Japan
7040,HL GLOBAL ENTERPRISES LTD,AVX,SG1AI6000003,HL GLOBAL ENTERPRISES LTD,AVX,Singapore
7041,HM INTERNATIONAL HOLDINGS LT,8416,KYG452881009,HM INTERNATIONAL HOLDINGS LT,8416,Hong Kong
